Date;Time;pH_unit;pH_mV;ORP_mV;ORPAgCl_mV;Turbidity_NTU;Turbidity_mV;Raw Conductivity_us/cm;Specific Conductivity_mS/cm;Salinity_psu;Total Dissolved Solids_g/L;DO_SAT;DO_mg/L;Reference_mV;Temperature_C
11.10.2023;13:01:13;7,44;-11,15;903,00;703,00;0,00;30,90;60,30;0,06;0,03;0,04;108,20;8,66;-520,79;22,65
11.10.2023;13:04:13;7,53;-15,96;916,00;717,00;0,00;30,86;60,20;0,06;0,03;0,04;109,10;8,73;-554,66;22,65
11.10.2023;13:07:13;7,44;-11,17;928,00;728,00;0,00;30,85;60,30;0,06;0,03;0,04;108,00;8,65;-554,43;22,65
11.10.2023;13:10:13;7,44;-10,70;936,00;737,00;0,00;30,89;60,30;0,06;0,04;0,04;108,30;8,67;-544,34;22,65
11.10.2023;13:13:13;7,44;-10,71;943,00;744,00;0,00;30,86;60,30;0,06;0,03;0,04;108,60;8,69;-529,67;22,65
11.10.2023;14:06:14;7,57;-18,55;987,00;787,00;0,00;30,89;59,70;0,06;0,03;0,04;108,40;8,67;-520,50;22,67
11.10.2023;14:09:14;7,51;-14,75;988,00;788,00;0,00;30,83;59,90;0,06;0,03;0,04;108,40;8,68;-514,65;22,67
11.10.2023;14:12:14;7,43;-10,25;988,00;789,00;0,00;30,89;60,00;0,06;0,03;0,04;108,50;8,68;-552,02;22,67
11.10.2023;14:15:14;7,46;-12,05;989,00;790,00;0,00;30,81;60,10;0,06;0,03;0,04;108,40;8,67;-554,37;22,68
11.10.2023;14:18:14;7,53;-16,05;990,00;790,00;0,00;30,86;59,90;0,06;0,03;0,04;108,60;8,69;-553,46;22,68
11.10.2023;14:21:14;7,44;-10,61;990,00;791,00;0,00;30,86;60,00;0,06;0,03;0,04;108,30;8,66;-516,20;22,68
11.10.2023;14:24:14;7,51;-14,95;991,00;792,00;0,00;30,92;60,00;0,06;0,03;0,04;108,30;8,67;-550,02;22,68
11.10.2023;14:27:14;7,43;-10,01;992,00;792,00;0,00;30,85;60,00;0,06;0,03;0,04;108,60;8,69;-515,86;22,68
11.10.2023;14:30:14;7,50;-14,15;992,00;793,00;0,00;30,89;60,10;0,06;0,03;0,04;108,70;8,70;-525,31;22,68
11.10.2023;14:33:14;7,43;-10,58;993,00;793,00;0,00;30,81;59,90;0,06;0,03;0,04;109,20;8,73;-540,56;22,68
11.10.2023;14:36:14;7,45;-11,34;993,00;794,00;0,00;30,86;60,00;0,06;0,03;0,04;108,80;8,70;-526,58;22,68
11.10.2023;14:39:14;7,52;-15,56;994,00;794,00;0,00;30,89;60,20;0,06;0,03;0,04;108,20;8,66;-552,08;22,68
11.10.2023;14:42:14;7,49;-14,01;994,00;794,00;0,00;30,87;60,00;0,06;0,03;0,04;108,30;8,66;-526,69;22,69
11.10.2023;14:45:14;7,47;-12,53;994,00;795,00;0,00;30,87;60,00;0,06;0,03;0,04;108,60;8,68;-544,57;22,69
11.10.2023;14:48:14;7,42;-9,87;995,00;795,00;0,00;30,84;60,00;0,06;0,03;0,04;108,60;8,69;-543,60;22,69
11.10.2023;14:51:14;7,40;-8,61;995,00;795,00;0,00;30,91;59,90;0,06;0,03;0,04;108,70;8,69;-507,83;22,69
11.10.2023;14:54:14;7,42;-10,01;995,00;796,00;0,00;30,92;60,00;0,06;0,03;0,04;108,90;8,71;-507,49;22,69
11.10.2023;14:57:14;7,47;-12,64;996,00;796,00;0,00;30,89;60,00;0,06;0,03;0,04;108,30;8,66;-522,33;22,69
11.10.2023;15:00:15;7,44;-11,15;996,00;796,00;0,00;30,86;60,00;0,06;0,03;0,04;108,80;8,70;-535,29;22,69
11.10.2023;15:03:15;7,48;-13,03;996,00;797,00;0,00;30,93;60,00;0,06;0,03;0,04;108,70;8,70;-544,69;22,69
11.10.2023;15:06:15;7,39;-7,94;996,00;797,00;0,00;30,85;60,00;0,06;0,03;0,04;108,90;8,71;-516,54;22,69
11.10.2023;15:09:15;7,45;-11,37;997,00;797,00;0,00;30,83;60,00;0,06;0,03;0,04;108,30;8,66;-511,50;22,69
11.10.2023;15:12:15;7,52;-15,83;997,00;797,00;0,00;30,86;60,10;0,06;0,03;0,04;108,50;8,68;-528,58;22,69
11.10.2023;15:15:15;7,37;-6,98;997,00;798,00;0,00;30,84;60,10;0,06;0,03;0,04;108,00;8,64;-524,91;22,70
11.10.2023;15:18:15;7,51;-14,86;997,00;798,00;0,00;30,83;60,00;0,06;0,03;0,04;108,50;8,67;-509,84;22,70
11.10.2023;15:21:15;7,50;-14,39;998,00;798,00;0,00;30,82;60,00;0,06;0,03;0,04;108,10;8,64;-538,78;22,70
11.10.2023;15:24:15;7,46;-12,17;998,00;798,00;0,00;30,86;60,00;0,06;0,03;0,04;108,60;8,69;-507,55;22,70
11.10.2023;15:27:15;7,47;-12,53;998,00;798,00;0,00;30,81;60,10;0,06;0,03;0,04;108,40;8,67;-502,33;22,70
11.10.2023;15:30:15;7,49;-13,84;998,00;798,00;0,00;30,90;60,10;0,06;0,03;0,04;108,20;8,65;-497,63;22,70
11.10.2023;15:33:15;7,52;-15,79;998,00;799,00;0,00;30,87;60,10;0,06;0,03;0,04;108,80;8,70;-513,68;22,70
11.10.2023;15:36:15;7,51;-15,23;998,00;799,00;0,00;30,89;60,10;0,06;0,03;0,04;108,80;8,70;-501,82;22,70
11.10.2023;15:39:15;7,50;-14,65;998,00;799,00;0,00;30,89;60,00;0,06;0,03;0,04;108,20;8,65;-525,03;22,70
11.10.2023;15:42:15;7,46;-12,28;998,00;799,00;0,00;30,81;60,10;0,06;0,03;0,04;108,40;8,66;-511,85;22,71
11.10.2023;15:45:15;7,49;-13,81;999,00;799,00;0,00;30,86;60,10;0,06;0,03;0,04;109,00;8,72;-507,60;22,71
11.10.2023;15:48:15;7,39;-7,70;999,00;799,00;0,00;30,85;60,00;0,06;0,03;0,04;108,70;8,69;-497,97;22,71
11.10.2023;15:51:15;7,50;-14,24;999,00;799,00;0,00;30,89;60,10;0,06;0,03;0,04;108,50;8,67;-499,18;22,71
11.10.2023;15:54:15;7,47;-12,83;999,00;800,00;0,00;30,89;60,10;0,06;0,03;0,04;108,30;8,66;-506,63;22,71
11.10.2023;15:57:15;7,51;-15,15;999,00;800,00;0,00;30,86;60,00;0,06;0,03;0,04;108,60;8,69;-514,02;22,71
11.10.2023;16:00:16;7,48;-13,36;999,00;800,00;0,00;30,83;60,10;0,06;0,03;0,04;108,10;8,64;-529,84;22,71
11.10.2023;16:03:16;7,48;-13,11;999,00;800,00;0,00;30,89;60,10;0,06;0,03;0,04;108,30;8,66;-524,40;22,71
11.10.2023;16:06:16;7,45;-11,59;1002,00;802,00;0,00;30,86;60,10;0,06;0,03;0,04;108,50;8,67;-519,64;22,72
11.10.2023;16:09:16;7,48;-12,93;1002,00;802,00;0,00;30,88;60,10;0,06;0,03;0,04;108,20;8,65;-514,14;22,72
11.10.2023;16:12:16;7,47;-12,84;1000,00;800,00;0,00;30,80;60,10;0,06;0,03;0,04;108,50;8,67;-518,26;22,72
11.10.2023;16:15:16;7,47;-12,64;1000,00;800,00;0,00;30,80;60,10;0,06;0,03;0,04;108,40;8,66;-521,59;22,73
11.10.2023;16:18:16;7,48;-13,08;1001,00;801,00;0,00;30,83;60,10;0,06;0,03;0,04;108,10;8,64;-518,04;22,74
11.10.2023;16:21:16;7,48;-13,30;1001,00;801,00;0,00;30,92;60,20;0,06;0,03;0,04;108,10;8,64;-519,70;22,75
11.10.2023;16:24:16;7,48;-12,95;1001,00;801,00;0,00;30,83;60,10;0,06;0,03;0,04;108,30;8,65;-515,17;22,75
11.10.2023;16:27:16;7,47;-12,85;1001,00;802,00;0,00;30,80;60,20;0,06;0,03;0,04;108,00;8,63;-514,31;22,75
11.10.2023;16:30:16;7,48;-13,16;1000,00;801,00;0,00;30,82;60,20;0,06;0,03;0,04;108,40;8,66;-519,93;22,75
11.10.2023;16:33:16;7,48;-13,44;1000,00;800,00;0,00;30,84;60,10;0,06;0,03;0,04;108,00;8,63;-515,17;22,75
11.10.2023;16:36:16;7,46;-12,33;1000,00;801,00;0,00;30,84;60,20;0,06;0,03;0,04;108,00;8,63;-522,33;22,75
11.10.2023;16:39:16;7,48;-13,28;1001,00;801,00;0,00;30,89;60,20;0,06;0,03;0,04;108,10;8,64;-516,95;22,75
11.10.2023;16:42:16;7,47;-12,36;1001,00;801,00;0,00;30,88;60,20;0,06;0,03;0,04;108,30;8,65;-518,49;22,76
11.10.2023;16:45:16;7,46;-12,24;1001,00;801,00;0,00;30,98;60,20;0,06;0,03;0,04;108,40;8,66;-515,63;22,75
11.10.2023;16:48:16;7,49;-13,87;1001,00;802,00;0,00;30,83;60,10;0,06;0,03;0,04;108,20;8,64;-521,53;22,75
11.10.2023;16:51:16;7,49;-13,69;1001,00;802,00;0,00;30,89;60,10;0,06;0,03;0,04;108,30;8,65;-515,86;22,75
11.10.2023;16:54:16;7,48;-13,09;1001,00;802,00;0,00;30,82;60,10;0,06;0,03;0,04;108,20;8,64;-523,25;22,75
11.10.2023;16:57:16;7,47;-12,58;1001,00;802,00;0,00;30,86;60,10;0,06;0,03;0,04;108,30;8,65;-518,89;22,75
11.10.2023;17:00:17;7,48;-13,40;1001,00;802,00;0,00;30,85;60,20;0,06;0,03;0,04;108,00;8,63;-523,48;22,75
11.10.2023;17:03:17;7,48;-13,08;1002,00;802,00;0,00;30,91;60,20;0,06;0,03;0,04;108,20;8,64;-515,80;22,75
11.10.2023;17:06:17;7,49;-13,73;1002,00;802,00;0,00;30,82;60,20;0,06;0,03;0,04;108,20;8,65;-521,88;22,75
11.10.2023;17:09:17;7,48;-13,19;1002,00;802,00;0,00;30,92;60,10;0,06;0,03;0,04;107,70;8,61;-515,74;22,75
11.10.2023;17:12:17;7,46;-12,08;1002,00;802,00;0,00;30,84;60,20;0,06;0,03;0,04;108,40;8,66;-520,84;22,74
11.10.2023;17:15:17;7,48;-13,40;1002,00;802,00;0,00;30,83;60,10;0,06;0,03;0,04;108,20;8,64;-516,95;22,74
11.10.2023;17:18:17;7,48;-13,32;1002,00;802,00;0,00;30,83;60,10;0,06;0,03;0,04;108,20;8,65;-517,12;22,74
11.10.2023;17:21:17;7,47;-12,74;1002,00;803,00;0,00;30,85;60,10;0,06;0,03;0,04;107,90;8,62;-516,83;22,74
11.10.2023;17:24:17;7,47;-12,74;1002,00;803,00;0,00;30,78;60,10;0,06;0,03;0,04;108,00;8,63;-521,02;22,74
11.10.2023;17:27:17;7,48;-13,13;1002,00;803,00;0,00;30,89;60,10;0,06;0,03;0,04;108,00;8,63;-521,53;22,74
11.10.2023;17:30:17;7,49;-13,88;1002,00;803,00;0,00;30,83;60,10;0,06;0,03;0,04;108,10;8,64;-521,07;22,73
11.10.2023;17:33:17;7,46;-11,96;1002,00;803,00;0,00;30,87;60,10;0,06;0,03;0,04;108,10;8,64;-525,54;22,73
11.10.2023;17:36:17;7,47;-12,86;1003,00;803,00;0,00;30,88;60,10;0,06;0,03;0,04;108,00;8,63;-519,41;22,73
11.10.2023;17:39:17;7,48;-13,40;1003,00;803,00;0,00;30,86;60,10;0,06;0,03;0,04;108,20;8,65;-525,66;22,73
11.10.2023;17:42:17;7,49;-13,86;1003,00;803,00;0,00;30,75;60,10;0,06;0,03;0,04;108,00;8,63;-523,02;22,73
11.10.2023;17:45:17;7,46;-12,29;1003,00;803,00;0,00;30,82;60,10;0,06;0,03;0,04;107,80;8,61;-519,75;22,73
11.10.2023;17:48:17;7,47;-12,79;1003,00;803,00;0,00;30,84;60,10;0,06;0,03;0,04;108,00;8,63;-518,67;22,73
11.10.2023;17:51:17;7,48;-13,15;1003,00;803,00;0,00;30,87;60,10;0,06;0,03;0,04;108,20;8,65;-519,58;22,72
11.10.2023;17:54:17;7,46;-11,99;1003,00;803,00;0,00;30,86;60,10;0,06;0,03;0,04;108,30;8,65;-520,61;22,72
11.10.2023;17:57:17;7,48;-13,03;1003,00;804,00;0,00;30,88;60,10;0,06;0,03;0,04;107,80;8,62;-519,07;22,72
11.10.2023;18:00:18;7,47;-12,60;1003,00;804,00;0,00;30,92;60,10;0,06;0,03;0,04;107,80;8,61;-519,41;22,72
11.10.2023;18:03:18;7,47;-12,73;1003,00;804,00;0,00;30,85;60,10;0,06;0,03;0,04;107,90;8,63;-522,91;22,72
11.10.2023;18:06:18;7,47;-12,54;1003,00;804,00;0,00;30,84;60,10;0,06;0,03;0,04;107,90;8,63;-522,39;22,72
11.10.2023;18:09:18;7,48;-13,30;1003,00;804,00;0,00;30,89;60,10;0,06;0,03;0,04;107,80;8,62;-525,72;22,71
11.10.2023;18:12:18;7,46;-12,24;1003,00;804,00;0,00;30,80;60,10;0,06;0,03;0,04;107,90;8,62;-519,58;22,71
11.10.2023;18:15:18;7,49;-13,52;1004,00;804,00;0,00;30,89;60,10;0,06;0,03;0,04;108,00;8,63;-527,09;22,71
11.10.2023;18:18:18;7,48;-12,96;1004,00;804,00;0,00;31,01;60,10;0,06;0,03;0,04;107,70;8,61;-524,34;22,71
11.10.2023;18:21:18;7,48;-13,13;1004,00;804,00;0,00;30,85;60,10;0,06;0,03;0,04;107,80;8,62;-526,98;22,71
11.10.2023;18:24:18;7,46;-11,82;1004,00;804,00;0,00;30,89;60,10;0,06;0,03;0,04;107,80;8,62;-519,24;22,70
11.10.2023;18:27:18;7,45;-11,68;1004,00;804,00;0,00;30,83;60,10;0,06;0,03;0,04;108,00;8,63;-525,37;22,70
11.10.2023;18:30:18;7,46;-12,16;1004,00;804,00;0,00;30,82;60,10;0,06;0,03;0,04;107,90;8,63;-519,18;22,70
11.10.2023;18:33:18;7,47;-12,35;1004,00;804,00;0,00;30,90;60,10;0,06;0,03;0,04;107,80;8,62;-519,30;22,70
11.10.2023;18:36:18;7,48;-13,16;1004,00;804,00;0,00;30,89;60,10;0,06;0,03;0,04;107,90;8,63;-518,72;22,70
11.10.2023;18:39:18;7,46;-12,29;1004,00;804,00;0,00;30,89;60,10;0,06;0,03;0,04;107,90;8,63;-518,95;22,70
11.10.2023;18:42:18;7,47;-12,91;1004,00;804,00;0,00;30,84;60,10;0,06;0,03;0,04;107,60;8,61;-522,85;22,69
11.10.2023;18:45:18;7,47;-12,41;1004,00;804,00;0,00;30,89;60,10;0,06;0,03;0,04;107,70;8,61;-522,68;22,69
11.10.2023;18:48:18;7,46;-12,24;1004,00;805,00;0,00;30,88;60,10;0,06;0,03;0,04;107,70;8,61;-521,93;22,69
11.10.2023;18:51:18;7,46;-11,97;1004,00;804,00;0,00;30,82;60,10;0,06;0,03;0,04;107,80;8,62;-520,73;22,69
11.10.2023;18:54:18;7,46;-11,85;1004,00;805,00;0,00;30,82;60,10;0,06;0,03;0,04;107,90;8,63;-522,33;22,69
11.10.2023;18:57:18;7,47;-12,36;1004,00;805,00;0,00;30,81;60,10;0,06;0,03;0,04;107,90;8,63;-521,07;22,68
11.10.2023;19:00:19;7,48;-13,28;1004,00;805,00;0,00;30,86;60,10;0,06;0,03;0,04;107,50;8,60;-519,30;22,68
11.10.2023;19:03:19;7,47;-12,77;1004,00;805,00;0,00;30,87;60,10;0,06;0,03;0,04;107,70;8,62;-523,71;22,68
11.10.2023;19:06:19;7,46;-12,32;1004,00;805,00;0,00;30,92;60,10;0,06;0,03;0,04;107,80;8,62;-519,53;22,68
11.10.2023;19:09:19;7,46;-12,28;1004,00;805,00;0,00;30,84;60,10;0,06;0,03;0,04;107,90;8,63;-515,80;22,68
11.10.2023;19:12:19;7,48;-13,48;1004,00;805,00;0,00;30,88;60,00;0,06;0,03;0,04;107,80;8,63;-517,75;22,68
11.10.2023;19:15:19;7,47;-12,73;1004,00;805,00;0,00;30,84;60,10;0,06;0,03;0,04;107,90;8,63;-515,23;22,67
11.10.2023;19:18:19;7,46;-12,17;1004,00;805,00;0,00;30,86;60,10;0,06;0,03;0,04;107,70;8,62;-520,50;22,67
11.10.2023;19:21:19;7,47;-12,79;1005,00;805,00;0,00;30,84;60,10;0,06;0,03;0,04;108,00;8,64;-519,81;22,67
11.10.2023;19:24:19;7,47;-12,55;1005,00;805,00;0,00;30,83;60,00;0,06;0,03;0,04;107,60;8,61;-519,18;22,67
11.10.2023;19:27:19;7,49;-13,53;1005,00;805,00;0,00;30,84;60,10;0,06;0,03;0,04;107,80;8,62;-519,41;22,67
11.10.2023;19:30:19;7,47;-12,77;1005,00;805,00;0,00;30,87;60,10;0,06;0,03;0,04;107,90;8,63;-516,03;22,67
11.10.2023;19:33:19;7,47;-12,38;1005,00;805,00;0,00;30,86;60,10;0,06;0,03;0,04;108,30;8,66;-519,98;22,67
11.10.2023;19:36:19;7,47;-12,72;1005,00;805,00;0,00;30,89;60,00;0,06;0,03;0,04;107,80;8,62;-520,73;22,66
11.10.2023;19:39:19;7,48;-13,29;1005,00;805,00;0,00;30,83;60,00;0,06;0,03;0,04;107,40;8,59;-519,87;22,66
11.10.2023;19:42:19;7,45;-11,52;1005,00;805,00;0,00;30,91;60,00;0,06;0,03;0,04;107,50;8,61;-516,43;22,66
11.10.2023;19:45:19;7,46;-12,33;1005,00;805,00;0,00;30,77;60,00;0,06;0,03;0,04;107,60;8,61;-511,79;22,66
11.10.2023;19:48:19;7,46;-12,15;1005,00;805,00;0,00;30,83;60,00;0,06;0,03;0,04;107,80;8,62;-513,22;22,66
11.10.2023;19:51:19;7,47;-12,83;1005,00;805,00;0,00;30,82;60,00;0,06;0,03;0,04;107,70;8,62;-514,02;22,66
11.10.2023;19:54:19;7,47;-12,58;1005,00;805,00;0,00;30,89;60,00;0,06;0,03;0,04;107,60;8,61;-515,28;22,66
11.10.2023;19:57:19;7,46;-12,08;1005,00;805,00;0,00;30,88;60,00;0,06;0,03;0,04;107,80;8,62;-510,18;22,66
11.10.2023;20:00:20;7,47;-12,55;1005,00;806,00;0,00;30,86;60,00;0,06;0,03;0,04;107,70;8,62;-515,69;22,66
11.10.2023;20:03:20;7,47;-12,78;1005,00;806,00;0,00;30,85;60,00;0,06;0,03;0,04;108,00;8,64;-511,44;22,66
11.10.2023;20:06:20;7,48;-13,31;1005,00;806,00;0,00;30,81;60,00;0,06;0,03;0,04;107,70;8,62;-517,12;22,65
11.10.2023;20:09:20;7,48;-13,38;1005,00;806,00;0,00;30,86;60,00;0,06;0,03;0,04;107,20;8,58;-508,98;22,65
11.10.2023;20:12:20;7,46;-12,06;1005,00;806,00;0,00;30,86;60,00;0,06;0,03;0,04;108,20;8,66;-511,04;22,65
11.10.2023;20:15:20;7,47;-12,67;1005,00;806,00;0,00;30,89;60,00;0,06;0,03;0,04;108,00;8,64;-512,99;22,65
11.10.2023;20:18:20;7,48;-13,46;1005,00;806,00;0,00;30,82;60,00;0,06;0,03;0,04;107,70;8,62;-514,42;22,65
11.10.2023;20:21:20;7,46;-12,01;1005,00;806,00;0,00;30,91;60,00;0,06;0,03;0,04;107,50;8,60;-513,05;22,65
11.10.2023;20:24:20;7,48;-13,38;1005,00;806,00;0,00;30,85;60,00;0,06;0,03;0,04;107,50;8,61;-509,04;22,65
11.10.2023;20:27:20;7,46;-11,88;1005,00;806,00;0,00;30,83;60,00;0,06;0,03;0,04;107,70;8,62;-511,67;22,65
11.10.2023;20:30:20;7,48;-13,47;1005,00;806,00;0,00;30,87;60,00;0,06;0,03;0,04;107,70;8,62;-508,18;22,65
11.10.2023;20:33:20;7,47;-12,51;1005,00;806,00;0,00;30,84;60,00;0,06;0,03;0,04;107,90;8,63;-514,60;22,64
11.10.2023;20:36:20;7,48;-13,03;1006,00;806,00;0,00;30,86;60,00;0,06;0,03;0,04;107,80;8,63;-509,55;22,64
11.10.2023;20:39:20;7,49;-13,74;1006,00;806,00;0,00;30,89;60,00;0,06;0,03;0,04;107,20;8,58;-509,84;22,64
11.10.2023;20:42:20;7,47;-12,55;1006,00;806,00;0,00;30,85;60,00;0,06;0,03;0,04;107,70;8,62;-513,11;22,64
11.10.2023;20:45:20;7,47;-12,41;1006,00;806,00;0,00;30,79;60,00;0,06;0,03;0,04;107,70;8,62;-510,01;22,64
11.10.2023;20:48:20;7,47;-12,48;1006,00;806,00;0,00;30,83;60,00;0,06;0,03;0,04;107,60;8,61;-507,95;22,64
11.10.2023;20:51:20;7,48;-13,23;1006,00;806,00;0,00;30,82;60,00;0,06;0,03;0,04;107,40;8,59;-513,16;22,64
11.10.2023;20:54:20;7,49;-13,82;1006,00;806,00;0,00;30,80;60,00;0,06;0,03;0,04;107,60;8,62;-514,94;22,64
11.10.2023;20:57:20;7,47;-12,62;1006,00;806,00;0,00;30,86;60,00;0,06;0,03;0,04;107,60;8,61;-508,81;22,64
11.10.2023;21:00:21;7,48;-13,20;1006,00;806,00;0,00;30,81;60,00;0,06;0,03;0,04;107,30;8,59;-515,51;22,64
11.10.2023;21:03:21;7,47;-12,89;1006,00;806,00;0,00;30,77;60,00;0,06;0,03;0,04;107,40;8,60;-514,88;22,64
11.10.2023;21:06:21;7,48;-12,99;1006,00;806,00;0,00;30,78;60,00;0,06;0,03;0,04;107,50;8,61;-511,56;22,64
11.10.2023;21:09:21;7,46;-12,27;1006,00;806,00;0,00;30,81;60,00;0,06;0,03;0,04;107,60;8,62;-514,65;22,63
11.10.2023;21:12:21;7,46;-12,31;1006,00;806,00;0,00;30,80;60,00;0,06;0,03;0,04;107,50;8,61;-516,89;22,63
11.10.2023;21:15:21;7,48;-12,98;1006,00;806,00;0,00;30,87;60,00;0,06;0,03;0,04;107,50;8,60;-518,09;22,63
11.10.2023;21:18:21;7,48;-13,47;1006,00;806,00;0,00;30,81;60,00;0,06;0,03;0,04;107,80;8,63;-512,76;22,63
11.10.2023;21:21:21;7,47;-12,42;1006,00;806,00;0,00;30,83;60,00;0,06;0,03;0,04;107,90;8,64;-511,67;22,63
11.10.2023;21:24:21;7,47;-12,57;1006,00;806,00;0,00;30,81;60,00;0,06;0,03;0,04;107,70;8,62;-515,86;22,63
11.10.2023;21:27:21;7,48;-12,93;1006,00;806,00;0,00;30,85;60,00;0,06;0,03;0,04;107,60;8,62;-518,61;22,63
11.10.2023;21:30:21;7,46;-11,91;1006,00;806,00;0,00;30,75;60,00;0,06;0,03;0,04;107,60;8,62;-514,88;22,63
11.10.2023;21:33:21;7,46;-12,21;1006,00;807,00;0,00;30,84;60,00;0,06;0,03;0,04;107,80;8,63;-514,71;22,63
11.10.2023;21:36:21;7,46;-12,09;1006,00;807,00;0,00;30,91;60,00;0,06;0,03;0,04;107,50;8,61;-518,09;22,63
11.10.2023;21:39:21;7,47;-12,47;1006,00;807,00;0,00;30,78;60,00;0,06;0,03;0,04;107,60;8,61;-521,88;22,63
11.10.2023;21:42:21;7,46;-12,31;1006,00;807,00;0,00;30,81;60,00;0,06;0,03;0,04;107,60;8,62;-522,39;22,63
11.10.2023;21:45:21;7,49;-13,56;1006,00;807,00;0,00;30,89;60,00;0,06;0,03;0,04;107,60;8,62;-522,68;22,63
11.10.2023;21:48:21;7,46;-12,17;1006,00;807,00;0,00;30,79;60,00;0,06;0,03;0,04;107,70;8,63;-517,18;22,63
11.10.2023;21:51:21;7,46;-12,16;1006,00;807,00;0,00;30,80;60,00;0,06;0,03;0,04;107,60;8,61;-516,54;22,63
11.10.2023;21:54:21;7,46;-11,76;1006,00;807,00;0,00;30,83;60,00;0,06;0,03;0,04;107,60;8,62;-515,63;22,63
11.10.2023;21:57:21;7,47;-12,52;1006,00;807,00;0,00;30,78;60,00;0,06;0,03;0,04;107,80;8,63;-516,95;22,62
11.10.2023;22:00:22;7,47;-12,45;1006,00;807,00;0,00;30,74;60,00;0,06;0,03;0,04;107,40;8,60;-519,12;22,62
11.10.2023;22:03:22;7,48;-12,92;1006,00;807,00;0,00;30,79;60,00;0,06;0,03;0,04;107,60;8,61;-516,37;22,62
11.10.2023;22:06:22;7,47;-12,62;1006,00;807,00;0,00;30,85;60,00;0,06;0,03;0,04;107,50;8,61;-522,91;22,62
11.10.2023;22:09:22;7,47;-12,51;1006,00;807,00;0,00;30,86;60,00;0,06;0,03;0,04;107,50;8,61;-522,10;22,62
11.10.2023;22:12:22;7,47;-12,72;1006,00;807,00;0,00;30,77;60,00;0,06;0,03;0,04;107,70;8,63;-523,31;22,62
11.10.2023;22:15:22;7,49;-13,54;1006,00;807,00;0,00;30,81;60,00;0,06;0,03;0,04;107,60;8,62;-521,19;22,62
11.10.2023;22:18:22;7,48;-12,93;1006,00;807,00;0,00;30,74;60,00;0,06;0,03;0,04;107,50;8,61;-517,69;22,62
11.10.2023;22:21:22;7,48;-13,01;1007,00;807,00;0,00;30,78;60,00;0,06;0,03;0,04;107,50;8,60;-526,00;22,62
11.10.2023;22:24:22;7,48;-12,96;1007,00;807,00;0,00;30,77;60,00;0,06;0,03;0,04;107,60;8,62;-518,72;22,62
11.10.2023;22:27:22;7,45;-11,69;1007,00;807,00;0,00;30,78;59,90;0,06;0,03;0,04;107,60;8,62;-517,98;22,62
11.10.2023;22:30:22;7,47;-12,73;1007,00;807,00;0,00;30,86;60,00;0,06;0,03;0,04;107,10;8,58;-525,77;22,62
11.10.2023;22:33:22;7,48;-12,94;1007,00;807,00;0,00;30,88;60,00;0,06;0,03;0,04;107,60;8,62;-525,54;22,62
11.10.2023;22:36:22;7,48;-13,44;1007,00;807,00;0,00;30,82;60,00;0,06;0,03;0,04;107,40;8,61;-521,36;22,62
11.10.2023;22:39:22;7,47;-12,84;1007,00;807,00;0,00;30,83;60,00;0,06;0,03;0,04;107,20;8,59;-518,95;22,62
11.10.2023;22:42:22;7,46;-11,92;1007,00;807,00;0,00;30,79;60,00;0,06;0,03;0,04;107,80;8,64;-526,06;22,62
11.10.2023;22:45:22;7,47;-12,49;1007,00;807,00;0,00;30,82;60,00;0,06;0,03;0,04;107,60;8,62;-522,10;22,62
11.10.2023;22:48:22;7,47;-12,37;1007,00;807,00;0,00;30,82;60,00;0,06;0,03;0,04;107,90;8,64;-518,32;22,62
11.10.2023;22:51:22;7,46;-12,07;1007,00;807,00;0,00;30,87;60,00;0,06;0,03;0,04;107,50;8,61;-524,05;22,62
11.10.2023;22:54:22;7,47;-12,82;1007,00;807,00;0,00;30,96;60,00;0,06;0,03;0,04;107,60;8,62;-518,44;22,61
11.10.2023;22:57:22;7,48;-13,47;1007,00;807,00;0,00;30,81;60,00;0,06;0,03;0,04;107,80;8,64;-524,00;22,61
11.10.2023;23:00:23;7,47;-12,87;1007,00;807,00;0,00;30,82;60,00;0,06;0,03;0,04;107,50;8,61;-524,97;22,61
11.10.2023;23:03:23;7,47;-12,56;1007,00;807,00;0,00;30,83;60,00;0,06;0,03;0,04;107,50;8,61;-525,66;22,61
11.10.2023;23:06:23;7,47;-12,76;1007,00;807,00;0,00;30,83;60,00;0,06;0,03;0,04;107,70;8,62;-521,99;22,61
11.10.2023;23:09:23;7,47;-12,67;1007,00;807,00;0,00;30,83;60,00;0,06;0,03;0,04;107,50;8,61;-524,97;22,61
11.10.2023;23:12:23;7,47;-12,74;1007,00;807,00;0,00;30,90;60,00;0,06;0,03;0,04;107,70;8,62;-525,20;22,61
11.10.2023;23:15:23;7,46;-12,22;1007,00;807,00;0,00;30,85;60,00;0,06;0,03;0,04;107,30;8,59;-521,19;22,61
11.10.2023;23:18:23;7,48;-13,26;1007,00;807,00;0,00;30,83;60,00;0,06;0,03;0,04;108,00;8,65;-523,65;22,61
11.10.2023;23:21:23;7,48;-12,95;1007,00;808,00;0,00;30,87;60,00;0,06;0,03;0,04;107,50;8,61;-518,55;22,61
11.10.2023;23:24:23;7,48;-13,39;1007,00;807,00;0,00;30,81;60,00;0,06;0,03;0,04;107,30;8,60;-517,92;22,61
11.10.2023;23:27:23;7,48;-13,22;1007,00;808,00;0,00;30,89;60,00;0,06;0,03;0,04;107,30;8,60;-518,44;22,61
