Date;Time;pH_unit;pH_mV;ORP_mV;ORPAgCl_mV;Turbidity_NTU;Turbidity_mV;Raw Conductivity_us/cm;Specific Conductivity_mS/cm;Salinity_psu;Total Dissolved Solids_g/L;DO_SAT;DO_mg/L;Reference_mV;Temperature_C
12.10.2023;19:32:19;7,45;-11,46;1012,00;812,00;0,00;30,80;59,70;0,06;0,03;0,04;108,00;8,69;-528,12;22,39
12.10.2023;19:35:19;7,45;-11,53;1012,00;812,00;0,00;30,84;59,80;0,06;0,03;0,04;107,50;8,65;-521,99;22,39
12.10.2023;19:38:19;7,47;-12,44;1012,00;812,00;0,00;30,77;59,70;0,06;0,03;0,04;107,80;8,67;-523,59;22,39
12.10.2023;19:41:19;7,48;-12,92;1012,00;812,00;0,00;30,78;59,70;0,06;0,03;0,04;107,60;8,66;-519,75;22,38
12.10.2023;19:44:19;7,45;-11,66;1012,00;812,00;0,00;30,85;59,70;0,06;0,03;0,04;107,40;8,64;-525,26;22,38
12.10.2023;19:47:19;7,46;-11,86;1012,00;812,00;0,00;30,85;59,70;0,06;0,03;0,04;107,60;8,66;-519,64;22,38
12.10.2023;19:50:19;7,45;-11,20;1012,00;812,00;0,00;30,81;59,70;0,06;0,03;0,04;107,60;8,65;-519,75;22,38
12.10.2023;19:53:19;7,44;-10,80;1012,00;812,00;0,00;30,82;59,70;0,06;0,03;0,04;107,90;8,68;-523,42;22,38
12.10.2023;19:56:19;7,45;-11,63;1012,00;812,00;0,00;30,74;59,70;0,06;0,03;0,04;108,00;8,69;-528,07;22,38
12.10.2023;19:59:19;7,43;-10,50;1012,00;812,00;0,00;30,81;59,80;0,06;0,03;0,04;107,90;8,68;-527,38;22,38
12.10.2023;20:02:20;7,47;-12,40;1012,00;812,00;0,00;30,85;59,70;0,06;0,03;0,04;107,50;8,65;-518,95;22,38
12.10.2023;20:05:20;7,43;-10,41;1012,00;812,00;0,00;30,85;59,70;0,06;0,03;0,04;107,30;8,63;-519,30;22,38
12.10.2023;20:08:20;7,45;-11,54;1012,00;812,00;0,00;30,79;59,70;0,06;0,03;0,04;107,60;8,65;-521,59;22,38
12.10.2023;20:11:20;7,47;-12,57;1012,00;812,00;0,00;30,86;59,80;0,06;0,03;0,04;107,60;8,65;-522,73;22,38
12.10.2023;20:14:20;7,46;-12,02;1012,00;812,00;0,00;30,81;59,70;0,06;0,03;0,04;107,60;8,66;-528,70;22,38
12.10.2023;20:17:20;7,44;-10,63;1012,00;812,00;0,00;30,75;59,80;0,06;0,03;0,04;107,10;8,62;-524,97;22,38
12.10.2023;20:20:20;7,47;-12,86;1012,00;812,00;0,00;30,84;59,80;0,06;0,03;0,04;107,40;8,65;-519,01;22,38
12.10.2023;20:23:20;7,47;-12,35;1012,00;812,00;0,00;30,77;59,80;0,06;0,03;0,04;107,20;8,63;-520,61;22,38
12.10.2023;20:26:20;7,44;-10,98;1012,00;812,00;0,00;30,82;59,70;0,06;0,03;0,04;107,50;8,65;-519,47;22,38
12.10.2023;20:29:20;7,43;-10,56;1012,00;812,00;0,00;30,80;59,70;0,06;0,03;0,04;107,60;8,66;-526,86;22,38
12.10.2023;20:32:20;7,42;-9,86;1012,00;812,00;0,00;30,86;59,80;0,06;0,03;0,04;107,50;8,65;-525,66;22,38
12.10.2023;20:35:20;7,46;-12,11;1012,00;812,00;0,00;30,85;59,80;0,06;0,03;0,04;107,40;8,64;-521,53;22,38
12.10.2023;20:38:20;7,45;-11,26;1012,00;812,00;0,00;30,80;59,80;0,06;0,03;0,04;107,60;8,66;-528,29;22,37
12.10.2023;20:41:20;7,45;-11,43;1012,00;812,00;0,00;30,88;59,70;0,06;0,03;0,04;107,40;8,64;-519,41;22,37
12.10.2023;20:44:20;7,43;-10,56;1012,00;812,00;0,00;30,93;59,70;0,06;0,03;0,04;107,70;8,67;-527,66;22,37
12.10.2023;20:47:20;7,45;-11,38;1012,00;812,00;0,00;30,93;59,70;0,06;0,03;0,04;107,90;8,68;-525,08;22,37
12.10.2023;20:50:20;7,43;-10,20;1012,00;812,00;0,00;30,84;59,70;0,06;0,03;0,04;107,30;8,63;-519,01;22,37
12.10.2023;20:53:20;7,47;-12,56;1011,00;812,00;0,00;30,87;59,70;0,06;0,03;0,04;107,50;8,65;-519,81;22,37
12.10.2023;20:56:20;7,45;-11,23;1011,00;812,00;0,00;30,86;59,70;0,06;0,03;0,04;107,80;8,67;-523,14;22,37
12.10.2023;20:59:20;7,45;-11,72;1011,00;812,00;0,00;30,83;59,70;0,06;0,03;0,04;107,80;8,67;-525,94;22,37
12.10.2023;21:02:21;7,45;-11,58;1011,00;812,00;0,00;30,84;59,70;0,06;0,03;0,04;107,40;8,64;-519,35;22,37
12.10.2023;21:05:21;7,46;-11,80;1011,00;812,00;0,00;30,88;59,70;0,06;0,03;0,04;107,50;8,65;-526,23;22,37
12.10.2023;21:08:21;7,45;-11,65;1011,00;812,00;0,00;30,86;59,70;0,06;0,03;0,04;107,50;8,65;-521,82;22,37
12.10.2023;21:11:21;7,45;-11,44;1011,00;812,00;0,00;30,86;59,70;0,06;0,03;0,04;107,70;8,67;-519,47;22,37
12.10.2023;21:14:21;7,45;-11,35;1011,00;812,00;0,00;30,82;59,70;0,06;0,03;0,04;107,40;8,65;-518,09;22,37
12.10.2023;21:17:21;7,46;-12,13;1011,00;812,00;0,00;30,85;59,70;0,06;0,03;0,04;107,90;8,68;-521,76;22,37
12.10.2023;21:20:21;7,45;-11,51;1011,00;812,00;0,00;30,85;59,70;0,06;0,03;0,04;107,30;8,64;-524,51;22,37
12.10.2023;21:23:21;7,45;-11,35;1011,00;812,00;0,00;30,79;59,70;0,06;0,03;0,04;107,50;8,65;-516,60;22,37
12.10.2023;21:26:21;7,46;-11,90;1011,00;812,00;0,00;30,85;59,70;0,06;0,03;0,04;107,60;8,66;-517,35;22,37
12.10.2023;21:29:21;7,44;-10,75;1011,00;812,00;0,00;30,79;59,70;0,06;0,03;0,04;107,60;8,66;-523,37;22,37
12.10.2023;21:32:21;7,46;-11,75;1011,00;812,00;0,00;30,82;59,70;0,06;0,03;0,04;107,80;8,68;-525,43;22,37
12.10.2023;21:35:21;7,47;-12,35;1011,00;812,00;0,00;30,80;59,70;0,06;0,03;0,04;107,70;8,67;-521,24;22,37
12.10.2023;21:38:21;7,44;-10,89;1011,00;812,00;0,00;30,83;59,70;0,06;0,03;0,04;107,50;8,65;-515,17;22,37
12.10.2023;21:41:21;7,43;-10,29;1011,00;812,00;0,00;30,90;59,70;0,06;0,03;0,04;107,60;8,66;-523,02;22,37
12.10.2023;21:44:21;7,45;-11,16;1011,00;812,00;0,00;30,81;59,70;0,06;0,03;0,04;107,40;8,64;-513,79;22,37
12.10.2023;21:47:21;7,43;-10,14;1011,00;812,00;0,00;30,85;59,70;0,06;0,03;0,04;107,30;8,64;-515,86;22,37
12.10.2023;21:50:21;7,46;-11,89;1011,00;812,00;0,00;30,81;59,70;0,06;0,03;0,04;107,90;8,68;-521,82;22,37
12.10.2023;21:53:21;7,46;-12,24;1011,00;812,00;0,00;30,85;59,70;0,06;0,03;0,04;107,50;8,65;-513,39;22,37
12.10.2023;21:56:21;7,47;-12,51;1011,00;812,00;0,00;30,83;59,70;0,06;0,03;0,04;107,40;8,64;-520,56;22,37
12.10.2023;21:59:21;7,46;-12,22;1011,00;812,00;0,00;30,83;59,70;0,06;0,03;0,04;107,70;8,67;-511,27;22,37
12.10.2023;22:02:22;7,45;-11,48;1011,00;812,00;0,00;30,82;59,70;0,06;0,03;0,04;107,60;8,66;-511,16;22,37
12.10.2023;22:05:22;7,45;-11,31;1011,00;812,00;0,00;30,75;59,70;0,06;0,03;0,04;107,40;8,64;-511,04;22,37
12.10.2023;22:08:22;7,44;-10,72;1011,00;812,00;0,00;30,85;59,70;0,06;0,03;0,04;107,60;8,66;-512,25;22,37
12.10.2023;22:11:22;7,45;-11,57;1011,00;812,00;0,00;30,83;59,70;0,06;0,03;0,04;107,50;8,65;-513,74;22,37
12.10.2023;22:14:22;7,46;-11,74;1011,00;812,00;0,00;30,77;59,70;0,06;0,03;0,04;107,70;8,66;-518,04;22,37
12.10.2023;22:17:22;7,43;-10,24;1011,00;812,00;0,00;30,83;59,70;0,06;0,03;0,04;107,50;8,65;-513,74;22,37
12.10.2023;22:20:22;7,44;-10,93;1011,00;812,00;0,00;30,82;59,70;0,06;0,03;0,04;107,40;8,64;-517,98;22,37
12.10.2023;22:23:22;7,46;-12,13;1011,00;812,00;0,00;30,90;59,70;0,06;0,03;0,04;107,70;8,67;-517,98;22,37
12.10.2023;22:26:22;7,43;-10,28;1011,00;812,00;0,00;30,77;59,70;0,06;0,03;0,04;107,60;8,66;-517,12;22,37
12.10.2023;22:29:22;7,47;-12,80;1011,00;812,00;0,00;30,85;59,70;0,06;0,03;0,04;107,40;8,64;-517,81;22,37
12.10.2023;22:32:22;7,47;-12,87;1012,00;812,00;0,00;30,83;59,70;0,06;0,03;0,04;107,50;8,65;-517,12;22,37
12.10.2023;22:35:22;7,47;-12,60;1012,00;812,00;0,00;30,81;59,70;0,06;0,03;0,04;107,30;8,64;-512,48;22,37
12.10.2023;22:38:22;7,44;-10,71;1012,00;812,00;0,00;30,83;59,70;0,06;0,03;0,04;107,50;8,65;-509,55;22,37
12.10.2023;22:41:22;7,45;-11,41;1012,00;812,00;0,00;30,79;59,70;0,06;0,03;0,04;107,90;8,68;-515,86;22,37
12.10.2023;22:44:22;7,43;-10,39;1012,00;812,00;0,00;30,76;59,70;0,06;0,03;0,04;107,70;8,66;-508,81;22,37
12.10.2023;22:47:22;7,45;-11,26;1012,00;812,00;0,00;30,81;59,70;0,06;0,03;0,04;107,50;8,65;-517,40;22,37
12.10.2023;22:50:22;7,43;-10,35;1012,00;812,00;0,00;30,78;59,70;0,06;0,03;0,04;107,30;8,63;-516,43;22,37
12.10.2023;22:53:22;7,44;-10,95;1012,00;812,00;0,00;30,77;59,70;0,06;0,03;0,04;107,50;8,65;-508,98;22,37
12.10.2023;22:56:22;7,45;-11,34;1012,00;812,00;0,00;30,81;59,70;0,06;0,03;0,04;107,70;8,67;-518,61;22,37
12.10.2023;22:59:22;7,45;-11,64;1012,00;812,00;0,00;30,74;59,70;0,06;0,03;0,04;107,60;8,66;-515,86;22,36
12.10.2023;23:02:23;7,45;-11,31;1012,00;812,00;0,00;30,77;59,70;0,06;0,03;0,04;107,70;8,67;-518,15;22,36
12.10.2023;23:05:23;7,46;-12,28;1012,00;812,00;0,00;30,82;59,70;0,06;0,03;0,04;107,90;8,68;-515,57;22,37
12.10.2023;23:08:23;7,46;-11,80;1012,00;812,00;0,00;30,79;59,70;0,06;0,03;0,04;107,50;8,65;-518,95;22,36
12.10.2023;23:11:23;7,46;-12,04;1012,00;812,00;0,00;30,83;59,70;0,06;0,03;0,04;107,60;8,66;-512,82;22,36
12.10.2023;23:14:23;7,47;-12,68;1012,00;812,00;0,00;30,77;59,70;0,06;0,03;0,04;107,50;8,65;-509,95;22,37
12.10.2023;23:17:23;7,47;-12,82;1012,00;812,00;0,00;30,84;59,70;0,06;0,03;0,04;107,60;8,66;-515,28;22,37
12.10.2023;23:20:23;7,46;-11,94;1012,00;812,00;0,00;30,85;59,70;0,06;0,03;0,04;107,70;8,67;-511,10;22,36
12.10.2023;23:23:23;7,45;-11,19;1012,00;812,00;0,00;30,77;59,70;0,06;0,03;0,04;107,70;8,67;-520,90;22,36
12.10.2023;23:26:23;7,47;-12,78;1012,00;812,00;0,00;30,77;59,70;0,06;0,03;0,04;107,30;8,64;-521,02;22,37
12.10.2023;23:29:23;7,46;-11,79;1012,00;812,00;0,00;30,83;59,70;0,06;0,03;0,04;107,50;8,65;-521,30;22,37
12.10.2023;23:32:23;7,45;-11,35;1012,00;812,00;0,00;30,86;59,70;0,06;0,03;0,04;107,70;8,66;-521,59;22,37
12.10.2023;23:35:23;7,43;-10,24;1012,00;812,00;0,00;30,82;59,70;0,06;0,03;0,04;107,30;8,64;-521,13;22,36
12.10.2023;23:38:23;7,47;-12,37;1012,00;812,00;0,00;30,89;59,70;0,06;0,03;0,04;107,40;8,64;-513,85;22,37
12.10.2023;23:41:23;7,43;-10,52;1012,00;812,00;0,00;30,81;59,70;0,06;0,03;0,04;107,70;8,67;-517,12;22,37
12.10.2023;23:44:23;7,47;-12,38;1012,00;812,00;0,00;30,82;59,70;0,06;0,03;0,04;107,70;8,67;-511,56;22,36
12.10.2023;23:47:23;7,46;-12,10;1012,00;812,00;0,00;30,73;59,70;0,06;0,03;0,04;107,50;8,65;-514,02;22,37
12.10.2023;23:50:23;7,45;-11,26;1012,00;812,00;0,00;30,75;59,60;0,06;0,03;0,04;107,50;8,65;-520,56;22,37
12.10.2023;23:53:23;7,47;-12,37;1012,00;812,00;0,00;30,75;59,70;0,06;0,03;0,04;107,80;8,67;-512,02;22,36
12.10.2023;23:56:23;7,44;-10,74;1012,00;812,00;0,00;30,72;59,70;0,06;0,03;0,04;107,70;8,67;-513,45;22,36
12.10.2023;23:59:23;7,45;-11,49;1012,00;812,00;0,00;30,75;59,70;0,06;0,03;0,04;107,50;8,65;-521,13;22,37
13.10.2023;00:02:00;7,47;-12,49;1012,00;812,00;0,00;30,80;59,70;0,06;0,03;0,04;107,60;8,66;-517,00;22,37
13.10.2023;00:05:00;7,45;-11,43;1012,00;812,00;0,00;30,75;59,70;0,06;0,03;0,04;107,60;8,66;-515,40;22,37
13.10.2023;00:08:00;7,44;-10,58;1012,00;812,00;0,00;30,81;59,70;0,06;0,03;0,04;107,40;8,65;-512,88;22,37
13.10.2023;00:11:00;7,44;-11,11;1012,00;812,00;0,00;30,75;59,70;0,06;0,03;0,04;107,20;8,63;-516,20;22,37
13.10.2023;00:14:00;7,46;-11,98;1012,00;812,00;0,00;30,71;59,70;0,06;0,03;0,04;107,60;8,66;-519,01;22,37
13.10.2023;00:17:00;7,46;-12,14;1012,00;812,00;0,00;30,72;59,70;0,06;0,03;0,04;107,60;8,66;-518,26;22,37
13.10.2023;00:20:00;7,46;-11,87;1012,00;812,00;0,00;30,83;59,70;0,06;0,03;0,04;107,30;8,63;-519,93;22,37
13.10.2023;00:23:00;7,46;-12,02;1012,00;812,00;0,00;30,74;59,70;0,06;0,03;0,04;107,20;8,63;-521,47;22,37
13.10.2023;00:26:00;7,45;-11,60;1012,00;812,00;0,00;30,72;59,70;0,06;0,03;0,04;107,40;8,64;-513,85;22,37
13.10.2023;00:29:00;7,44;-10,63;1012,00;812,00;0,00;30,72;59,70;0,06;0,03;0,04;107,40;8,65;-519,87;22,37
13.10.2023;00:32:00;7,46;-12,17;1012,00;812,00;0,00;30,78;59,70;0,06;0,03;0,04;107,50;8,65;-521,82;22,37
13.10.2023;00:35:00;7,47;-12,39;1012,00;812,00;0,00;30,77;59,70;0,06;0,03;0,04;107,60;8,66;-515,11;22,37
13.10.2023;00:38:00;7,44;-11,04;1012,00;812,00;0,00;30,79;59,70;0,06;0,03;0,04;107,80;8,67;-520,67;22,37
13.10.2023;00:41:00;7,43;-10,55;1012,00;812,00;0,00;30,89;59,70;0,06;0,03;0,04;107,50;8,65;-522,45;22,37
13.10.2023;00:44:00;7,45;-11,36;1012,00;812,00;0,00;30,83;59,70;0,06;0,03;0,04;107,50;8,65;-520,90;22,37
13.10.2023;00:47:00;7,43;-10,17;1012,00;812,00;0,00;30,81;59,70;0,06;0,03;0,04;107,30;8,64;-522,28;22,37
13.10.2023;00:50:00;7,46;-12,28;1012,00;812,00;0,00;30,79;59,70;0,06;0,03;0,04;107,70;8,67;-521,65;22,37
13.10.2023;00:53:00;7,45;-11,64;1012,00;812,00;0,00;30,78;59,70;0,06;0,03;0,04;107,70;8,67;-521,76;22,37
13.10.2023;00:56:00;7,45;-11,63;1012,00;812,00;0,00;30,87;59,70;0,06;0,03;0,04;107,40;8,64;-515,86;22,37
13.10.2023;00:59:00;7,46;-12,01;1012,00;813,00;0,00;30,81;59,70;0,06;0,03;0,04;107,40;8,64;-521,88;22,37
13.10.2023;01:02:01;7,47;-12,88;1012,00;812,00;0,00;30,81;59,70;0,06;0,03;0,04;107,60;8,66;-521,70;22,37
13.10.2023;01:05:01;7,45;-11,30;1012,00;812,00;0,00;30,79;59,70;0,06;0,03;0,04;107,60;8,66;-513,62;22,37
13.10.2023;01:08:01;7,47;-12,45;1012,00;812,00;0,00;30,81;59,70;0,06;0,03;0,04;107,30;8,64;-512,70;22,37
13.10.2023;01:11:01;7,45;-11,46;1012,00;813,00;0,00;30,81;59,70;0,06;0,03;0,04;107,60;8,66;-517,06;22,37
13.10.2023;01:14:01;7,46;-12,14;1012,00;813,00;0,00;30,77;59,70;0,06;0,03;0,04;107,50;8,65;-511,44;22,37
13.10.2023;01:17:01;7,45;-11,41;1012,00;812,00;0,00;30,76;59,70;0,06;0,03;0,04;107,60;8,66;-510,93;22,37
13.10.2023;01:20:01;7,45;-11,42;1012,00;812,00;0,00;30,82;59,70;0,06;0,03;0,04;107,30;8,64;-510,35;22,37
13.10.2023;01:23:01;7,45;-11,50;1012,00;812,00;0,00;30,86;59,70;0,06;0,03;0,04;107,40;8,64;-514,08;22,37
13.10.2023;01:26:01;7,45;-11,50;1012,00;812,00;0,00;30,81;59,70;0,06;0,03;0,04;107,40;8,64;-509,95;22,37
13.10.2023;01:29:01;7,46;-11,96;1012,00;813,00;0,00;30,86;59,70;0,06;0,03;0,04;107,80;8,68;-512,99;22,37
13.10.2023;01:32:01;7,46;-12,02;1012,00;813,00;0,00;30,82;59,70;0,06;0,03;0,04;107,80;8,67;-509,90;22,37
13.10.2023;01:35:01;7,44;-11,14;1012,00;813,00;0,00;30,81;59,70;0,06;0,03;0,04;107,50;8,65;-514,02;22,37
13.10.2023;01:38:01;7,45;-11,65;1012,00;813,00;0,00;30,76;59,70;0,06;0,03;0,04;107,80;8,67;-513,45;22,37
13.10.2023;01:41:01;7,44;-10,70;1012,00;813,00;0,00;30,78;59,70;0,06;0,03;0,04;107,50;8,65;-515,74;22,37
13.10.2023;01:44:01;7,46;-12,01;1012,00;813,00;0,00;30,82;59,70;0,06;0,03;0,04;107,60;8,66;-509,84;22,37
13.10.2023;01:47:01;7,44;-11,11;1012,00;813,00;0,00;30,79;59,70;0,06;0,03;0,04;107,50;8,65;-508,12;22,37
13.10.2023;01:50:01;7,44;-10,79;1012,00;813,00;0,00;30,80;59,70;0,06;0,03;0,04;107,50;8,65;-512,59;22,37
13.10.2023;01:53:01;7,44;-10,77;1012,00;813,00;0,00;30,86;59,70;0,06;0,03;0,04;107,70;8,66;-514,48;22,37
13.10.2023;01:56:01;7,45;-11,59;1012,00;813,00;0,00;30,79;59,70;0,06;0,03;0,04;107,00;8,61;-509,09;22,37
13.10.2023;01:59:01;7,44;-11,02;1012,00;813,00;0,00;30,81;59,70;0,06;0,03;0,04;107,70;8,67;-509,78;22,37
13.10.2023;02:02:02;7,44;-10,92;1012,00;813,00;0,00;30,89;59,70;0,06;0,03;0,04;107,60;8,66;-507,09;22,37
13.10.2023;02:05:02;7,46;-12,27;1012,00;813,00;0,00;30,76;59,70;0,06;0,03;0,04;107,80;8,67;-510,70;22,37
13.10.2023;02:08:02;7,46;-11,96;1012,00;813,00;0,00;30,81;59,70;0,06;0,03;0,04;107,50;8,65;-514,77;22,37
13.10.2023;02:11:02;7,46;-12,15;1012,00;813,00;0,00;30,76;59,70;0,06;0,03;0,04;107,50;8,65;-506,69;22,37
13.10.2023;02:14:02;7,46;-11,88;1012,00;813,00;0,00;30,76;59,70;0,06;0,03;0,04;107,20;8,62;-513,22;22,38
13.10.2023;02:17:02;7,45;-11,42;1012,00;813,00;0,00;30,80;59,70;0,06;0,03;0,04;107,50;8,65;-510,87;22,37
13.10.2023;02:20:02;7,44;-10,82;1012,00;813,00;0,00;30,79;59,70;0,06;0,03;0,04;107,30;8,63;-506,11;22,38
13.10.2023;02:23:02;7,44;-10,92;1012,00;813,00;0,00;30,85;59,70;0,06;0,03;0,04;107,60;8,65;-514,02;22,38
13.10.2023;02:26:02;7,46;-11,74;1012,00;813,00;0,00;30,86;59,70;0,06;0,03;0,04;107,60;8,66;-513,85;22,38
13.10.2023;02:29:02;7,44;-10,75;1012,00;813,00;0,00;30,85;59,70;0,06;0,03;0,04;107,40;8,64;-514,71;22,38
13.10.2023;02:32:02;7,45;-11,22;1012,00;813,00;0,00;30,80;59,70;0,06;0,03;0,04;107,40;8,64;-508,01;22,38
13.10.2023;02:35:02;7,45;-11,42;1012,00;813,00;0,00;30,75;59,70;0,06;0,03;0,04;107,60;8,66;-510,13;22,38
13.10.2023;02:38:02;7,44;-10,92;1012,00;813,00;0,00;30,87;59,70;0,06;0,03;0,04;107,30;8,63;-507,26;22,38
13.10.2023;02:41:02;7,45;-11,72;1012,00;813,00;0,00;30,81;59,70;0,06;0,03;0,04;107,30;8,63;-515,63;22,38
13.10.2023;02:44:02;7,48;-12,91;1012,00;813,00;0,00;30,86;59,70;0,06;0,03;0,04;107,70;8,67;-507,83;22,38
13.10.2023;02:47:02;7,46;-11,94;1012,00;813,00;0,00;30,78;59,70;0,06;0,03;0,04;107,70;8,67;-511,56;22,38
13.10.2023;02:50:02;7,45;-11,46;1012,00;813,00;0,00;30,74;59,70;0,06;0,03;0,04;107,50;8,65;-515,28;22,38
13.10.2023;02:53:02;7,45;-11,50;1012,00;813,00;0,00;30,88;59,70;0,06;0,03;0,04;107,70;8,66;-512,70;22,38
13.10.2023;02:56:02;7,45;-11,42;1012,00;813,00;0,00;30,81;59,70;0,06;0,03;0,04;107,30;8,63;-516,95;22,38
13.10.2023;02:59:02;7,47;-12,36;1012,00;813,00;0,00;30,77;59,70;0,06;0,03;0,04;107,70;8,67;-509,84;22,38
13.10.2023;03:02:03;7,44;-11,05;1012,00;813,00;0,00;30,79;59,70;0,06;0,03;0,04;107,60;8,65;-515,63;22,38
13.10.2023;03:05:03;7,44;-10,70;1012,00;813,00;0,00;30,78;59,70;0,06;0,03;0,04;107,70;8,67;-510,18;22,38
13.10.2023;03:08:03;7,45;-11,55;1012,00;813,00;0,00;30,79;59,70;0,06;0,03;0,04;107,40;8,64;-510,07;22,38
13.10.2023;03:11:03;7,44;-10,60;1012,00;813,00;0,00;30,86;59,70;0,06;0,03;0,04;107,50;8,65;-509,84;22,38
13.10.2023;03:14:03;7,44;-10,63;1012,00;813,00;0,00;30,82;59,70;0,06;0,03;0,04;107,70;8,66;-510,01;22,38
13.10.2023;03:17:03;7,46;-12,26;1012,00;813,00;0,00;30,81;59,70;0,06;0,03;0,04;107,50;8,64;-515,17;22,38
13.10.2023;03:20:03;7,45;-11,36;1012,00;813,00;0,00;30,80;59,70;0,06;0,03;0,04;107,50;8,65;-511,79;22,38
13.10.2023;03:23:03;7,45;-11,65;1012,00;813,00;0,00;30,82;59,70;0,06;0,03;0,04;107,10;8,62;-515,74;22,38
13.10.2023;03:26:03;7,45;-11,24;1012,00;813,00;0,00;30,79;59,70;0,06;0,03;0,04;107,70;8,66;-513,68;22,38
13.10.2023;03:29:03;7,46;-12,17;1012,00;813,00;0,00;30,77;59,70;0,06;0,03;0,04;107,20;8,63;-515,69;22,38
13.10.2023;03:32:03;7,45;-11,16;1012,00;813,00;0,00;30,78;59,70;0,06;0,03;0,04;107,40;8,64;-519,75;22,38
13.10.2023;03:35:03;7,44;-10,90;1012,00;813,00;0,00;30,77;59,70;0,06;0,03;0,04;107,40;8,64;-514,20;22,38
13.10.2023;03:38:03;7,45;-11,15;1012,00;813,00;0,00;30,81;59,70;0,06;0,03;0,04;107,40;8,64;-513,22;22,38
13.10.2023;03:41:03;7,42;-9,75;1012,00;813,00;0,00;30,81;59,70;0,06;0,03;0,04;107,30;8,63;-518,38;22,38
13.10.2023;03:44:03;7,46;-12,21;1012,00;813,00;0,00;30,77;59,70;0,06;0,03;0,04;107,70;8,66;-515,69;22,38
13.10.2023;03:47:03;7,46;-12,02;1012,00;813,00;0,00;31,05;59,70;0,06;0,03;0,04;107,20;8,62;-520,84;22,39
13.10.2023;03:50:03;7,43;-10,38;1012,00;813,00;0,00;30,86;59,70;0,06;0,03;0,04;107,10;8,62;-520,61;22,39
13.10.2023;03:53:03;7,45;-11,22;1012,00;813,00;0,00;30,81;59,70;0,06;0,03;0,04;107,30;8,63;-517,63;22,39
13.10.2023;03:56:03;7,45;-11,16;1012,00;813,00;0,00;30,77;59,70;0,06;0,03;0,04;107,50;8,65;-520,04;22,39
13.10.2023;03:59:03;7,44;-10,83;1012,00;813,00;0,00;30,70;59,70;0,06;0,03;0,04;107,50;8,65;-513,39;22,39
13.10.2023;04:02:04;7,44;-10,80;1012,00;813,00;0,00;30,84;59,70;0,06;0,03;0,04;107,80;8,68;-519,70;22,39
13.10.2023;04:05:04;7,45;-11,23;1012,00;813,00;0,00;30,81;59,70;0,06;0,03;0,04;107,50;8,65;-519,98;22,39
13.10.2023;04:08:04;7,47;-12,32;1012,00;812,00;0,00;30,72;59,70;0,06;0,03;0,04;107,30;8,63;-513,39;22,39
13.10.2023;04:11:04;7,44;-11,00;1012,00;812,00;0,00;30,83;59,70;0,06;0,03;0,04;107,20;8,62;-516,20;22,39
13.10.2023;04:14:04;7,44;-11,09;1012,00;812,00;0,00;30,81;59,70;0,06;0,03;0,04;107,50;8,65;-519,41;22,39
13.10.2023;04:17:04;7,45;-11,44;1012,00;812,00;0,00;30,80;59,70;0,06;0,03;0,04;107,50;8,64;-521,42;22,39
13.10.2023;04:20:04;7,43;-10,29;1012,00;812,00;0,00;30,77;59,70;0,06;0,03;0,04;107,10;8,62;-513,11;22,39
13.10.2023;04:23:04;7,45;-11,21;1012,00;812,00;0,00;30,82;59,70;0,06;0,03;0,04;107,10;8,62;-519,47;22,39
13.10.2023;04:26:04;7,44;-11,10;1012,00;812,00;0,00;30,77;59,70;0,06;0,03;0,04;107,80;8,67;-517,46;22,39
13.10.2023;04:29:04;7,44;-10,99;1012,00;812,00;0,00;30,77;59,70;0,06;0,03;0,04;107,70;8,66;-512,30;22,39
13.10.2023;04:32:04;7,44;-10,86;1012,00;812,00;0,00;30,84;59,70;0,06;0,03;0,04;107,80;8,67;-517,58;22,39
13.10.2023;04:35:04;7,43;-9,99;1012,00;812,00;0,00;30,85;59,70;0,06;0,03;0,04;107,40;8,64;-513,97;22,39
13.10.2023;04:38:04;7,44;-10,79;1012,00;812,00;0,00;30,81;59,70;0,06;0,03;0,04;107,00;8,61;-519,47;22,39
13.10.2023;04:41:04;7,44;-11,06;1012,00;812,00;0,00;30,75;59,70;0,06;0,03;0,04;107,60;8,65;-512,07;22,39
13.10.2023;04:44:04;7,43;-10,51;1012,00;812,00;0,00;30,76;59,70;0,06;0,03;0,04;107,70;8,67;-512,07;22,39
13.10.2023;04:47:04;7,45;-11,51;1012,00;812,00;0,00;30,78;59,70;0,06;0,03;0,04;107,30;8,63;-511,16;22,39
13.10.2023;04:50:04;7,45;-11,54;1012,00;812,00;0,00;30,76;59,70;0,06;0,03;0,04;107,50;8,65;-517,86;22,39
13.10.2023;04:53:04;7,45;-11,53;1012,00;812,00;0,00;30,79;59,70;0,06;0,03;0,04;107,50;8,65;-513,74;22,39
13.10.2023;04:56:04;7,44;-11,06;1012,00;812,00;0,00;30,78;59,70;0,06;0,03;0,04;107,80;8,67;-517,40;22,39
13.10.2023;04:59:04;7,44;-10,99;1012,00;812,00;0,00;30,83;59,70;0,06;0,03;0,04;107,10;8,62;-512,19;22,39
13.10.2023;05:02:05;7,46;-12,12;1012,00;812,00;0,00;30,75;59,70;0,06;0,03;0,04;107,40;8,64;-511,90;22,39
13.10.2023;05:05:05;7,44;-10,63;1012,00;812,00;0,00;30,78;59,70;0,06;0,03;0,04;107,50;8,64;-513,05;22,39
